c alpha coal mu x0 hom homLow homHigh
10 2 1 0.01 95.4 0.000223178 0.00022028 0.000226017
10 2 1 0.1 95.4 1.71461e-05 1.65853e-05 1.76481e-05
10 2 1 0.001 114.5 0.000585582 0.00058075 0.000590749
10 2 1 0.01 114.5 0.00017065 0.000168329 0.000173078
10 2 1 0.1 114.5 8.31377e-06 8.01368e-06 8.60918e-06
10 2 1 0.001 137.4 0.000507953 0.000503503 0.000512667
10 2 1 0.01 137.4 0.000125937 0.000123875 0.000127874
10 2 1 0.1 137.4 3.62573e-06 3.45739e-06 3.79158e-06
10 2 1 0.001 164.8 0.000443526 0.000438898 0.000447829
10 2 1 0.01 164.8 9.21811e-05 9.05548e-05 9.37936e-05
10 2 1 0.1 164.8 1.74288e-06 1.64025e-06 1.84969e-06
10 2 1 0.001 197.8 0.000372325 0.000368333 0.000376438
10 2 1 0.01 197.8 6.00009e-05 5.87943e-05 6.12577e-05
10 2 1 0.1 197.8 4.85905e-07 4.435e-07 5.30173e-07
10 2 1 0.001 237.4 0.000294894 0.000291702 0.00029813
10 2 1 0.01 237.4 3.62076e-05 3.53097e-05 3.7027e-05
10 2 1 0.1 237.4 1.2383e-07 1.08288e-07 1.39738e-07
10 2.05 1 0.001 0 0.0506156 0.0505572 0.0506727
10 2.05 1 0.01 0 0.0467901 0.0467353 0.0468418
10 2.05 1 0.1 0 0.0345648 0.0345218 0.0346044
10 2.05 1 0.001 46 0.0026407 0.00262805 0.00265208
10 2.05 1 0.01 46 0.000820006 0.000814483 0.000825278
10 2.05 1 0.1 46 3.86699e-05 3.78471e-05 3.94715e-05
10 2.05 1 0.001 15.4 0.00594514 0.00592466 0.00596469
10 2.05 1 0.01 15.4 0.00333446 0.00332294 0.00334824
10 2.05 1 0.1 15.4 0.000665271 0.000660719 0.000669388
10 2.05 1 0.001 18.5 0.00523183 0.00521379 0.00524838
10 2.05 1 0.01 18.5 0.00272219 0.00271074 0.00273273
10 2.05 1 0.1 18.5 0.000446537 0.000443178 0.000449655
10 2.05 1 0.001 22.2 0.00462432 0.00460747 0.00464007
10 2.05 1 0.01 22.2 0.00223161 0.00222099 0.00224105
10 2.05 1 0.1 22.2 0.000300828 0.000298202 0.000303368
10 2.05 1 0.001 26.2 0.00409983 0.00408459 0.0041144
10 2.05 1 0.01 26.2 0.00181336 0.00180483 0.00182217
10 2.05 1 0.1 26.2 0.000195578 0.000193624 0.000197474
10 2.05 1 0.001 31.9 0.00353054 0.00351691 0.00354373
10 2.05 1 0.01 31.9 0.00140391 0.00139657 0.00141084
10 2.05 1 0.1 31.9 0.000117102 0.000115512 0.000118519
10 2.05 1 0.001 38.4 0.00306955 0.00305701 0.00308293
10 2.05 1 0.01 38.4 0.00108115 0.00107416 0.00108689
10 2.05 1 0.1 38.4 6.8168e-05 6.71408e-05 6.93348e-05
10 2.05 1 0.001 55.2 0.00224869 0.00223769 0.00225945
10 2.05 1 0.01 55.2 0.000598758 0.000594497 0.000603157
10 2.05 1 0.1 55.2 1.97351e-05 1.91473e-05 2.02515e-05
